CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
200015812,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,2800 BLOCK CASCADE DR,ANN ARBOR,2020-05-09 17:30:00,ASSAULT - AGGRAVATED,-83.70288159899997,42.246020000000044
200015782,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,2800 BLOCK CASCADE DR,ANN ARBOR,2020-05-18 17:45:00,ASSAULT - AGGRAVATED,-83.70288159899997,42.246020000000044
200015859,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3100 BLOCK CHELSEA CIR,ANN ARBOR,2020-05-19 05:52:30,LARCENY - FROM AUTO (LFA),-83.71526059899998,42.24035740000005
200015869,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK E MADISON ST,ANN ARBOR,2020-05-19 06:12:30,LARCENY - FROM AUTO (LFA),-83.74518809999995,42.273860401000036
200015856,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,500 BLOCK S FIFTH AVE,ANN ARBOR,2020-05-19 02:15:00,LARCENY - FROM AUTO (LFA),-83.74616090099994,42.27461739900008
200015739,ALL OTHER,5012,PROBATION VIOLATION,B,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2020-05-18 11:03:00,OBSTRUCTING JUSTICE,-83.68822179999995,42.30340760000007
200015831,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2000 BLOCK JACKSON AVE,ANN ARBOR,2020-05-19 11:24:00,ASSAULT - SIMPLE,-83.77381199899997,42.28042459900007
200015845,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,2500 BLOCK LANCASHIRE DR,ANN ARBOR,2020-05-17 02:00:00,DAMAGE TO PROPERTY,-83.71196050099996,42.310135400000036
200015828,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2100 BLOCK DEVON CIR,ANN ARBOR,2020-05-10 08:00:00,FRAUD,-83.71517140099996,42.302840100000026
200015817,STOLEN PROPERTY,2406,POSSESS/RECEIVE STOLEN VEHICLE,A,S US23 ONRP & GEDDES US23 ROUNDABOUT W,ANN ARBOR,2020-05-19 06:19:00,MOTOR VEHICLE THEFT / FRAUD,-83.73750019899995,42.319708400000025
200015817,ALL OTHER,8011,ACCIDENT - FAIL TO STOP AND IDENTIFY,B,S US23 ONRP & GEDDES US23 ROUNDABOUT W,ANN ARBOR,2020-05-19 06:19:00,ACCIDENT - HIT & RUN,-83.73750019899995,42.319708400000025
200015925,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2600 BLOCK S MAIN ST,ANN ARBOR,2020-05-20 13:00:00,DAMAGE TO PROPERTY,-83.75001509899994,42.24796520000007
200015903,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,400 BLOCK S FOURTH AVE,ANN ARBOR,2020-05-20 02:17:30,DAMAGE TO PROPERTY,-83.74778129999999,42.27651430000003
200015933,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1000 BLOCK HASPER DR,ANN ARBOR TWP,2020-05-20 15:08:00,FRAUD,-83.77839439999997,42.29198670000005
200015902,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,400 BLOCK HIGH ST,ANN ARBOR,2020-05-18 13:09:00,FRAUD,-83.74284359999996,42.28637050000003
200015847,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3500 BLOCK S STATE ST,ANN ARBOR,2020-05-19 14:50:00,ASSAULT - SIMPLE,-83.73659839899994,42.238971701000025
200015967,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,FOX GLEN & ELLSWORTH,ANN ARBOR TWP,2020-05-20 21:02:00,LARCENY - ALL OTHER,-83.75687369899998,42.22884320000003
200016029,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2000 BLOCK MEDFORD RD,ANN ARBOR,2020-05-19 19:00:00,FRAUD,-83.71501519899994,42.25774690000003
200016026,ALL OTHER,3605,INDECENT EXPOSURE,B,S INDUSTRIAL HWY & E EISENHOWER PKWY,ANN ARBOR,2020-05-21 12:23:00,SEX OFFENSES - OTHER,-83.72976800099997,42.244390500000065
200015949,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,800 BLOCK STARWICK DR,ANN ARBOR,2020-05-20 17:55:00,OTHER - ORDINANCE VIOLATIONS,-83.73309160099996,42.301405801000044
200016024,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1000 BLOCK W WASHINGTON ST,ANN ARBOR,2020-05-21 10:52:00,FRAUD,-83.76070459999994,42.28107319900005
200016058,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,2200 BLOCK PACKARD ST,ANN ARBOR,2020-05-21 08:33:00,FRAUD,-83.72655229999998,42.25548199900004
200016042,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2999,DAMAGE TO PROPERTY - MDOP (OTHER),A,3000 BLOCK VALENCIA CIR,ANN ARBOR,2020-05-21 16:42:00,DAMAGE TO PROPERTY,-83.71922119999994,42.23484720000005
200016086,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,400 BLOCK E HURON ST,ANN ARBOR,2020-05-22 03:48:00,ASSAULT - SIMPLE,-83.74323779899998,42.28154040000004
200016067,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2900 BLOCK BIRCH HOLLOW DR,ANN ARBOR,2020-05-21 22:48:00,ASSAULT - SIMPLE,-83.72262179999996,42.23848400000003
200016059,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-05-21 20:39:00,OTHER - ORDINANCE VIOLATIONS,-83.74734699999999,42.23883999900005
200016107,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,2100 BLOCK CHAMPAGNE DR,ANN ARBOR,2020-05-22 12:00:00,OTHER - ORDINANCE VIOLATIONS,-83.71254510099999,42.23468040000006
200016149,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK W HURON ST,ANN ARBOR,2020-05-22 23:09:00,TRESPASSING / INVASION OF PRIVACY,-83.75166069999995,42.28180800000007
200016211,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK PACKARD ST,ANN ARBOR,2020-05-23 15:55:00,FRAUD,-83.72340029899993,42.25014790000006
200016229,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK W HURON ST,ANN ARBOR,2020-05-23 18:40:00,ASSAULT - SIMPLE,-83.75166069999995,42.28180800000007
200016224,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1200 BLOCK MOREHEAD CT,ANN ARBOR,2020-05-13 04:30:00,BURGLARY - RESIDENTIAL,-83.76259199999998,42.25096250000007
200016258,LIQUOR LAW VIOLATION,4104,POSSESSION OF ALCOHOLIC LIQUOR IN A MOTOR VEHICLE,B,BROOKWOOD PL & WHITE ST,ANN ARBOR,2020-05-23 23:05:00,LIQUOR LAW VIOLATION,-83.73930469999993,42.26693739900003
200016272,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,400 BLOCK CROSS ST,ANN ARBOR,2020-05-24 04:17:00,OTHER - ORDINANCE VIOLATIONS,-83.74388099999999,42.272504000000026
200016285,RUNAWAY,7070,RUNAWAY,B,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2020-05-24 04:08:00,MISSING PERSON / RUNAWAY,-83.71502059999995,42.24153539900004
200016357,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,400 BLOCK PACKARD ST,ANN ARBOR,2020-05-24 22:20:00,BURGLARY - RESIDENTIAL,-83.74338380099994,42.27320660000004
200016322,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1100 BLOCK BELMAR PL,ANN ARBOR,2020-05-24 16:11:00,PUBLIC PEACE,-83.75296749999995,42.26720670000003
200016351,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,500 BLOCK LARKSPUR ST,ANN ARBOR,2020-05-24 22:54:00,ASSAULT - AGGRAVATED,-83.73678509899997,42.30712820000008
200016332,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,300 BLOCK W HURON ST,ANN ARBOR,2020-05-24 19:41:00,BURGLARY - ALL OTHER,-83.75166069999995,42.28180800000007
200016332,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK W HURON ST,ANN ARBOR,2020-05-24 19:41:00,TRESPASSING / INVASION OF PRIVACY,-83.75166069999995,42.28180800000007
200016404,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,600 BLOCK S. MAIN ST,ANN ARBOR,2020-05-25 16:20:00,FRAUD,-83.74862599999994,42.27341890000008
200016405,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2020-05-25 16:28:00,FRAUD,-83.69109889899994,42.30598390000006
200016437,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3000 BLOCK VALENCIA CIR,ANN ARBOR,2020-05-25 21:15:00,ASSAULT - SIMPLE,-83.71831300099996,42.23553640000006
200016437,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3000 BLOCK VALENCIA CIR,ANN ARBOR,2020-05-25 21:15:00,LARCENY - ALL OTHER,-83.71831300099996,42.23553640000006
200016476,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,1700 BLOCK BROOKFIELD DR,ANN ARBOR,2020-05-26 04:00:00,MOTOR VEHICLE THEFT / FRAUD,-83.76234649999998,42.24865570000003
200016484,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,1000 BLOCK BRUCE ST,ANN ARBOR,2020-05-26 13:24:00,FRAUD,-83.77408129999998,42.29152250000004
200016492,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,800 BLOCK MCKINLEY AVE,ANN ARBOR,2020-05-26 14:13:00,FRAUD,-83.73803489999995,42.267511299000034
200016495,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK N MAIN ST,ANN ARBOR,2020-05-26 14:28:00,LARCENY - ALL OTHER,-83.74816779999998,42.28344000100003
200016478,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK S STATE ST,ANN ARBOR,2020-05-26 12:19:00,LARCENY - RETAIL FRAUD,-83.74043689999996,42.27879860100006
200016478,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,300 BLOCK S STATE ST,ANN ARBOR,2020-05-26 12:19:00,OBSTRUCTING JUSTICE,-83.74043689999996,42.27879860100006
200016478,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S STATE ST,ANN ARBOR,2020-05-26 12:19:00,TRESPASSING / INVASION OF PRIVACY,-83.74043689999996,42.27879860100006
200016530,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2020-05-23 20:35:30,PUBLIC PEACE,-83.72529759899999,42.251059300000065
200016532,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,300 BLOCK BRIARCREST DR,ANN ARBOR,2020-05-26 15:30:00,PUBLIC PEACE,-83.74471709999995,42.24713650000007
201000201,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,3200 BLOCK NORDMAN RD,ANN ARBOR,2020-05-16 17:00:00,LARCENY - ALL OTHER,-83.70341190099998,42.24167260000007
201000200,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,100 BLOCK E HOOVER AVE,ANN ARBOR,2020-05-02 03:52:00,LARCENY - ALL OTHER,-83.74803030099997,42.26920109900004
200016574,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,700 BLOCK S MAPLE RD,ANN ARBOR,2020-05-18 17:00:00,LARCENY - ALL OTHER,-83.78030210099996,42.27298940000003
200016536,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,2600 BLOCK S MAIN ST,ANN ARBOR,2020-05-26 21:01:00,INTIMIDATION / STALKING,-83.75001509899994,42.24796520000007
201000196,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK WHITE ST,ANN ARBOR,2020-05-24 14:00:00,LARCENY - ALL OTHER,-83.73902599999997,42.26506510000007
201000197,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK E MADISON ST,ANN ARBOR,2020-05-20 12:00:00,LARCENY - ALL OTHER,-83.74545779899995,42.27389430100004
201000198,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,ANN ARBOR SALINE RD AND NORTHBROOK DR,ANN ARBOR,2020-05-23 14:00:00,LARCENY - ALL OTHER,-83.75688379999997,42.25076240000004
200016578,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3100 BLOCK KILBURN PARK CIR,ANN ARBOR,2020-05-24 12:00:00,FRAUD,-83.69485720099999,42.31824540000008
201000199,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,700 BLOCK S MAPLE RD,ANN ARBOR,2020-05-17 17:00:00,LARCENY - ALL OTHER,-83.78030210099996,42.27298940000003
201000206,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1800 BLOCK BROOKFIELD DR,ANN ARBOR,2020-05-26 01:30:00,LARCENY - FROM AUTO (LFA),-83.76600099899997,42.24887910100006
200016628,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,100 BLOCK ALLEN DR,ANN ARBOR,2020-05-25 15:30:00,MOTOR VEHICLE THEFT / FRAUD,-83.77262970099997,42.28300640000003
200016605,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2800 BLOCK GLADSTONE AVE,ANN ARBOR,2020-05-27 16:00:00,FRAUD,-83.71846069999998,42.24722940000004
201000203,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,100 BLOCK W WASHINGTON ST,ANN ARBOR,2020-05-26 21:00:00,FRAUD,-83.74956539999994,42.28071580000005
200016547,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,700 BLOCK ARBOR ST,ANN ARBOR,2020-05-27 00:12:30,FRAUD,-83.73968999999994,42.27116280000007
201000205,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,700 BLOCK PACKARD,ANN ARBOR,2020-05-26 10:47:30,LARCENY - FROM AUTO (LFA),-83.73985599999997,42.26963740000008
200016663,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,700 BLOCK WAYMARKET DR,ANN ARBOR,2020-05-28 03:29:00,DAMAGE TO PROPERTY,-83.75780069999996,42.24385100000006
200016677,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,200 BLOCK E WASHINGTON ST,ANN ARBOR,2020-05-23 08:44:30,DAMAGE TO PROPERTY,-83.74708060099994,42.280239100000074
200016692,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,700 BLOCK 5TH ST,ANN ARBOR,2020-05-27 12:00:00,FRAUD,-83.75616199999996,42.27179250000006
201000208,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3249-3247 GALLUP PARK RD,ANN ARBOR,2020-05-24 17:37:30,LARCENY - ALL OTHER,-83.70052819999995,42.277854801000046
200016790,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,500 BLOCK HISCOCK ST,ANN ARBOR,2020-05-26 00:00:00,FRAUD,-83.75292610099996,42.28757230000008
200016813,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,100 BLOCK CREST AVE,ANN ARBOR,2020-05-21 12:00:00,FRAUD,-83.76354609899994,42.281285300000036
201000207,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1700 BLOCK BROADWAY ST,ANN ARBOR,2020-05-26 15:30:00,LARCENY - ALL OTHER,-83.72107579899995,42.29513140100005
200016818,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2400 BLOCK PITTSFIELD BLVD,ANN ARBOR,2020-05-29 14:20:00,FRAUD,-83.69313159999996,42.25212390000007
200016791,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1700 BLOCK SHADFORD RD,ANN ARBOR,2020-05-28 16:07:00,FRAUD,-83.72512289999997,42.26161940000003
200016767,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK EARHART RD,ANN ARBOR,2020-05-23 20:00:00,LARCENY - ALL OTHER,-83.68096500099995,42.29009000000008
200016801,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2100 BLOCK OVERLOOK CT,ANN ARBOR,2020-05-22 12:00:00,FRAUD,-83.76374389999995,42.30226569900003
200016770,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK EARHART RD,ANN ARBOR,2020-05-10 20:00:00,LARCENY - ALL OTHER,-83.68096500099995,42.29009000000008
201000211,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E WASHINGTON,ANN ARBOR,2020-05-28 01:22:30,LARCENY - ALL OTHER,-83.74358700099998,42.28045200100007
201000209,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK S STATE ST,ANN ARBOR,2020-05-28 03:30:00,LARCENY - FROM AUTO (LFA),-83.74031239999994,42.269393800000046
200016772,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2600 BLOCK GEORGETOWN BLVD,ANN ARBOR,2020-05-28 13:00:00,FRAUD,-83.69819999999999,42.313389201000064
201000213,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,000 ANN ARBOR ST,ANN ARBOR,2020-05-22 00:00:00,LARCENY - ALL OTHER,-83.74303779999997,42.28082560000007
200016797,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2500 BLOCK ADRIENNE DR,ANN ARBOR,2020-05-29 11:33:00,ASSAULT - SIMPLE,-83.78073680099999,42.26998110000005
201000210,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3600 BLOCK ELI DR,ANN ARBOR,2020-05-25 16:00:00,LARCENY - ALL OTHER,-83.68688360099998,42.250464700000066
200016859,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2200 BLOCK INDIAN CREEK CIR,ANN ARBOR,2020-05-26 22:03:00,FRAUD,-83.72784149999995,42.320227300000056
200016881,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,2300 BLOCK ARROWWOOD TRL,ANN ARBOR,2020-05-30 01:00:00,OBSTRUCTING JUSTICE,-83.73435309999996,42.30760090000007
200016895,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1200 BLOCK PROSPECT ST,ANN ARBOR,2020-05-30 10:28:00,LARCENY - FROM AUTO (LFA),-83.73417059899998,42.267485400000055
200016886,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2800 BLOCK BARCLAY WAY,ANN ARBOR,2020-05-20 00:00:00,FRAUD,-83.70529109999995,42.31930630000005
200016910,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,400 BLOCK E. WASHINGTON,ANN ARBOR,2020-05-25 00:00:00,FRAUD,-83.74358700099998,42.28045200100007
200016893,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,400 BLOCK SKYDALE DR,ANN ARBOR,2020-05-30 09:29:00,FRAUD,-83.73749059899995,42.30812510000004
200016918,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,100 BLOCK S. FOURTH AVE,ANN ARBOR,2020-05-29 00:00:00,FRAUD,-83.74755310099994,42.28116220000004
200016931,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3000 BLOCK WHISPERWOOD DR,ANN ARBOR,2020-05-06 17:00:00,FRAUD,-83.70200899999998,42.31845000000004
200016888,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3000 BLOCK N SPURWAY DR,ANN ARBOR,2020-05-12 00:00:00,FRAUD,-83.71029740099993,42.31996650000008
200016950,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,1000 BLOCK MICHIGAN AVE,ANN ARBOR,2020-05-30 20:56:00,BURGLARY - ALL OTHER,-83.73599669999999,42.26770029900007
200016959,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1300 BLOCK S. UNIVERSITY,ANN ARBOR,2020-05-20 08:00:00,FRAUD,-83.73282189999998,42.27456600000005
201000214,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,900 BLOCK GREENWOOD AVE.,ANN ARBOR,2020-05-29 09:30:00,BURGLARY - RESIDENTIAL,-83.73815479999996,42.269352500000025
200016977,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,500 BLOCK HILL ST,ANN ARBOR,2020-05-31 01:10:00,BURGLARY - RESIDENTIAL,-83.74188929999997,42.271628100000044
200016979,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK PAULINE BLVD,ANN ARBOR,2020-05-31 03:36:00,ASSAULT - SIMPLE,-83.76585019999999,42.26840160000006
201000216,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2400 BLOCK ADARE ROAD,ANN ARBOR,2020-05-26 12:00:30,FRAUD,-83.71449630099994,42.26399150000003
201000215,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK CHURCH STREET,ANN ARBOR,2020-05-29 03:00:00,LARCENY - ALL OTHER,-83.73429509999994,42.27650690000007
201000217,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1300 BLOCK S FOREST AVENUE,ANN ARBOR,2020-05-28 12:30:00,FRAUD,-83.73221500099999,42.26561200000003
200017012,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,2000 BLOCK CHAMPAGNE DR,ANN ARBOR,2020-05-31 17:00:00,OTHER - ORDINANCE VIOLATIONS,-83.71748520099999,42.23345410100006
200017006,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1600 BLOCK LEAIRD,ANN ARBOR,2020-05-17 10:00:00,FRAUD,-83.72956669999996,42.29522220100006
200017024,ALL OTHER,4801,RESISTING OFFICER,B,2800 BLOCK BURTON RD,ANN ARBOR,2020-05-31 20:48:00,OBSTRUCTING POLICE,-83.68534999999997,42.24544920100004
201000219,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2300 BLOCK PLATT RD,ANN ARBOR,2020-05-31 00:00:00,DAMAGE TO PROPERTY,-83.69994399999996,42.253504700000065
200017008,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,1300 BLOCK GEDDES AVE,ANN ARBOR,2020-05-31 05:00:00,LARCENY - ALL OTHER,-83.73142119999994,42.277721101000054
200017084,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK MALLARD CT,ANN ARBOR,2020-06-01 14:52:00,FRAUD,-83.71408110099998,42.32125570100004
200017057,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK PROVINCIAL DR,ANN ARBOR,2020-06-01 03:12:30,LARCENY - FROM AUTO (LFA),-83.70351489899997,42.265441501000055
200017073,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3300 BLOCK COLUMBUS LN,ANN ARBOR,2020-06-01 13:09:00,FRAUD,-83.79666019999996,42.28769840000007
200017024,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2800 BLOCK BURTON RD,ANN ARBOR,2020-05-31 20:48:00,OBSTRUCTING JUSTICE,-83.68534999999997,42.24544920100004
200017083,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2300 BLOCK ETON CT,ANN ARBOR,2020-06-01 14:35:00,FRAUD,-83.77785529999994,42.259313200000065
200017116,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,1900 BLOCK PLYMOUTH RD,ANN ARBOR,2020-06-01 16:00:00,INTIMIDATION / STALKING,-83.71564759899996,42.30141800000007
200017116,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1900 BLOCK PLYMOUTH RD,ANN ARBOR,2020-06-01 16:00:00,PUBLIC PEACE,-83.71564759899996,42.30141800000007
200017029,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,700 BLOCK DEWEY AVE,ANN ARBOR,2020-05-30 03:07:30,LARCENY - FROM AUTO (LFA),-83.74006340099999,42.26562050000007
200017093,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,500 BLOCK S FIFTH AVE,ANN ARBOR,2020-05-27 12:00:00,LARCENY - ALL OTHER,-83.74613200099998,42.27505309900005
201000221,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3300 BLOCK CARL CT,ANN ARBOR,2020-06-01 12:00:30,FRAUD,-83.69431739999999,42.312964899000065
201000220,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,2400 BLOCK S HURON PARKWAY,ANN ARBOR,2020-05-31 00:00:00,DAMAGE TO PROPERTY,-83.69994399899997,42.25304420100008
201000223,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E HURON ST,ANN ARBOR,2020-06-01 00:00:00,LARCENY - ALL OTHER,-83.74323779899998,42.28154040000004
